year,term,score
1876,voted,0.543213795
1876,voted,0.543213795
1876,irishman,0.540128346
1876,given,0.538896056
1876,found,0.538250234
1876,found,0.538250234
1876,parnell,0.537671295
1876,home,0.534364484
1876,minister,0.532889355
1876,matter,0.530517452
1876,matter,0.530517452
1876,matter,0.530517452
1876,nothing,0.529756029
1876,england,0.528884529
1876,proceedings,0.528881918
1876,catholic,0.528354374
1876,money,0.526268636
1876,act,0.520373932
1876,given,0.51917575
1876,parnell,0.518585553
1876,parnell,0.518585553
1876,find,0.5155928
1876,two,0.514727742
1876,prevent,0.514040985
1876,even,0.510821859
1876,secretary,0.510147889
1876,question,0.508606426
1876,land,0.50584705
1876,land,0.50584705
1876,matter,0.504533534
1876,appeared,0.502154243
1876,appeared,0.502154243
1876,act,0.500573457
1876,case,0.500346787
1876,secretary,0.494677555
1876,right,0.490292144
1876,reference,0.490206267
1876,discussion,0.489478953
1876,got,0.489153893
1876,ireland,0.486691942
1876,committee,0.48554273
1876,time,0.482448768
1876,question,0.474432327
1876,vote,0.474027039
1876,vote,0.473625578
1876,vote,0.473625578
1876,irishman,0.47109859
1876,motion,0.47035531
1876,vote,0.467651832
1876,captain,0.466826215
1876,perhaps,0.465868279
1876,question,0.463536776
1876,question,0.462318087
1876,discussion,0.457968195
1876,got,0.457255425
1876,got,0.457255425
1876,speech,0.454249777
1876,speech,0.454249777
1876,second,0.453674877
1876,division,0.45357364
1876,right,0.451905166
1876,time,0.451849303
1876,time,0.451849303
1876,time,0.451849303
1876,men,0.451775468
1876,office,0.45145421
1876,gentlemen,0.449923823
1876,man,0.447709485
1876,man,0.447709485
1876,got,0.445031343
1876,right,0.444544421
1876,right,0.444544421
1876,right,0.444544421
1876,taken,0.443813956
1876,information,0.442682997
1876,question,0.442519224
1876,question,0.442519224
1876,man,0.441635525
1876,home,0.440915313
1876,irishman,0.440377536
1876,irishman,0.440377536
1876,parnell,0.440216721
1876,clause,0.438706264
1876,motion,0.437959274
1876,act,0.436903044
1876,act,0.436903044
1876,time,0.436640364
1876,stand,0.435377442
1876,irishman,0.42860466
1876,years,0.426559946
1876,asked,0.424325958
1876,point,0.420959472
1876,night,0.415169014
1876,fact,0.41505083
1876,gave,0.414971886
1876,year,0.414971886
1876,information,0.414047015
1876,question,0.413881999
1876,office,0.413400869
1876,home,0.412530894
1876,although,0.412518695
1876,although,0.412518695
1876,secretary,0.408168798
1876,make,0.404906318
1876,always,0.404850016
1876,always,0.404850016
1876,parnell,0.404251456
1876,subject,0.4040774
1876,ireland,0.40251595
1876,irish,0.398953728
1876,parnell,0.396921293
1876,parnell,0.396921293
1876,parnell,0.396921293
1876,prevent,0.396815953
1876,first,0.394703212
1876,find,0.394677425
1876,find,0.394677425
1876,motion,0.39432021
1876,circumstances,0.394312462
1876,committee,0.392488435
1876,question,0.39245367
1876,power,0.388128462
1876,information,0.386998426
1876,without,0.383731577
1876,power,0.383006864
1876,power,0.383006864
1876,reference,0.382436729
1876,meath,0.377266017
1876,two,0.375960061
1876,subject,0.372951574
1876,subject,0.372951574
1876,parnell,0.372070232
1876,prevent,0.370893024
1876,wished,0.370017478
1876,bill,0.368576636
1876,people,0.367733964
1876,people,0.367733964
1876,irishman,0.366310225
1876,parnell,0.363840189
1876,power,0.362773064
1876,question,0.359753233
1876,take,0.357316974
1876,right,0.357053231
1876,chairman,0.356436749
1876,asked,0.355509512
1876,parnell,0.355341832
1876,man,0.355204859
1876,man,0.355204859
1876,first,0.353804005
1876,lord,0.350450772
1876,gentlemen,0.349613117
1876,parnell,0.349546496
1876,lord,0.345826354
1876,lord,0.345826354
1876,parnell,0.339818261
1876,take,0.337046727
1876,take,0.333974408
1876,get,0.333835536
1876,protestants,0.333835536
1876,get,0.333835536
1876,protestants,0.333835536
1876,catholic,0.330785148
1876,catholic,0.330785148
1876,first,0.330690931
1876,parnell,0.329746337
1876,lord,0.327556756
1876,years,0.32454615
1876,man,0.32368429
1876,man,0.32368429
1876,meath,0.322473571
1876,meath,0.322473571
1876,government,0.317414742
1876,bill,0.314560285
1876,division,0.313311893
1876,question,0.308835492
1876,committee,0.305744774
1876,government,0.304202207
1876,result,0.303042059
1876,control,0.295864662
1876,man,0.295462782
1876,irishman,0.290589724
1876,ireland,0.286386386
1876,time,0.285877582
1876,years,0.285376925
1876,every,0.283895959
1876,every,0.283895959
1876,men,0.282559509
1876,men,0.282559509
1876,parnell,0.282555888
1876,parnell,0.28015527
1876,irish,0.277349835
1876,parnell,0.272367744
1876,country,0.267443705
1876,time,0.267201961
1876,parnell,0.263094662
1876,counties,0.261149685
1876,counties,0.261149685
1876,character,0.258413126
1876,character,0.258413126
1876,necessary,0.256628636
1876,every,0.251605275
1876,parnell,0.251125538
1876,catholic,0.251077122
1876,catholic,0.251077122
1876,irish people,0.249262428
1876,ireland,0.24663327
1876,county,0.241004559
1876,county,0.241004559
1876,ireland,0.239777561
1876,parnell,0.234720175
1876,parliament,0.231039756
1876,reference,0.228472433
1876,reference,0.228472433
1876,chief secretary,0.224544793
1876,chief secretary,0.224544793
1876,chief,0.220931714
1876,chief,0.220931714
1876,ireland,0.216443529
1876,secretary,0.215486641
1876,secretary,0.215486641
1876,circumstances,0.21447223
1876,circumstances,0.21447223
1876,act,0.203801785
1876,act,0.203801785
1876,government,0.203311814
1876,people,0.192518045
1876,parnell,0.191780596
