year,term,score
1876,parnell,0.408592094
1876,parnell,0.408592094
1876,suffering,0.4072738
1876,deal,0.404953055
1876,doubt,0.404953055
1876,parnell,0.396980317
1876,men,0.393054367
1876,parnell,0.39231379
1876,prison,0.391911525
1876,england,0.388198074
1876,ireland,0.38681423
1876,two,0.384796354
1876,man,0.38472537
1876,parnell,0.375520604
1876,prisoners,0.367847463
1876,parnell,0.364325365
1876,government,0.36337507
1876,years,0.361581453
1876,england,0.34885776
1876,england,0.34885776
1876,england,0.34885776
1876,government,0.345696679
1876,parts,0.345142458
1876,fact,0.343115817
1876,irishmen,0.336068995
1876,irishmen,0.336068995
1876,irishmen,0.336068995
1876,irish,0.329958619
1876,parnell,0.329367866
1876,parts,0.327629209
1876,prison,0.325131098
1876,prison,0.325131098
1876,prison,0.325131098
1876,irish,0.320121701
1876,nothing,0.318761003
1876,satisfaction,0.318761003
1876,nothing,0.318761003
1876,satisfaction,0.318761003
1876,nothing,0.318761003
1876,satisfaction,0.318761003
1876,prison,0.316656574
1876,another,0.31449868
1876,people,0.307324453
1876,prisoners,0.305167473
1876,prisoners,0.305167473
1876,prisoners,0.305167473
1876,prison,0.300588758
1876,political,0.300450661
1876,political,0.300450661
1876,political,0.300450661
1876,england,0.299483749
1876,ireland,0.298480622
1876,men,0.298217175
1876,men,0.298217175
1876,men,0.298217175
1876,prisoners,0.2972133
1876,effect,0.288789126
1876,effect,0.288789126
1876,effect,0.288789126
1876,country,0.285640133
1876,longer,0.28488926
1876,longer,0.28488926
1876,longer,0.28488926
1876,prisoners,0.282132076
1876,given,0.266119557
1876,given,0.266119557
1876,given,0.266119557
1876,irishman,0.251667149
1876,effect,0.251667149
1876,irishman,0.251667149
1876,effect,0.251667149
1876,irishman,0.251667149
1876,effect,0.251667149
1876,deal,0.248268585
1876,deal,0.248268585
1876,deal,0.248268585
1876,years,0.221678327
1876,years,0.221678327
1876,years,0.221678327
1876,gentlemen,0.21987968
1876,gentlemen,0.21987968
1876,gentlemen,0.21987968
1876,man,0.196807539
1876,man,0.196807539
1876,man,0.196807539
1876,country,0.175120229
1876,country,0.175120229
1876,country,0.175120229
1876,ireland,0.174994387
1876,ireland,0.174994387
1876,ireland,0.174994387
