speech_id,file,year,sentence,negative,positive,sum positive/negative
speech_00002,parnell_source_00005,1875,"He would suggest then to the committee appointed to draw up the bill that they should carefully provide for such cases, so that rack rented tenants might have their wants fairly reduced when they were obviously too high .",0.0,0.039,0.039
speech_00003,parnell_source_00006,1875,Let them try a little of the same medicine in Ireland.,0.0,0.0,0.0
speech_00003,parnell_source_00006,1875,They in Ireland could not go themselves.,0.0,0.0,0.0
speech_00003,parnell_source_00006,1875,"They had not developed their resources, and they must cast in their lot with England, and they had a right to manage their own affairs in a native parliament .",0.0,0.0,0.0
speech_00003,parnell_source_00008,1875,Let them try a little of the same medicine in Ireland.,0.0,0.0,0.0
speech_00003,parnell_source_00008,1875,They in Ireland could not go by themselves.,0.0,0.0,0.0
speech_00003,parnell_source_00008,1875,"They had not developed their resources, and they must cast in their lot with England, but they had a right to manage their own affairs in a native Parliament.",0.0,0.0,0.0
speech_00002,parnell_source_00009,1875,"What they wanted was fixity of tenure so long as they paid their rents, and if the tenant's custom fell short of that, it must be amended.",0.0,0.0,0.0
speech_00004,parnell_source_00010,1875,"With reference to the question of Home Rule, Mr Parnell said that since he first could think he had the principles of that movement ever fixed in his heart, for he always believed the day would come when the voice of the people in this country would rule her affairs and make her laws, and that was what he understood by Home Rule .",0.0,0.0,0.0
speech_00004,parnell_source_00010,1875,"The government of a people according to the will of the people was what they advocated, and he did not think the English people would ever pass just or fair laws for this country .",0.0,0.067,0.067
speech_00004,parnell_source_00010,1875,"Speaking of education, he advocated the justice of the demand for education on the basis of religious instruction, and expressed his conviction that, for their own sakes, and for the sake of their children and their children's children, the education of the country ought to be under the proper control of the clergy.",0.027,0.061,0.088
speech_00004,parnell_source_00011,1875,"With reference to the question of Home Rule, Mr Parnell said that since he first could think he had the principles of that movement ever fixed in his heart, for he always believed the day would come when the voice of the people in this country would rule her affairs and make her laws, and that was what he understood by Home Rule .",0.0,0.0,0.0
speech_00004,parnell_source_00011,1875,"The government of a people according to the will of the people was what they advocated, and he did not think the English people would ever pass just or fair laws for this country .",0.0,0.067,0.067
speech_00004,parnell_source_00011,1875,"Speaking of education, he advocated the justice of the demand for education on the basis of religious instruction, and expressed his conviction that, for their own sakes, and for the sake of their children and their children's children, the education of the country ought to be under the proper control of the clergy.",0.027,0.061,0.088
speech_00004,parnell_source_00012,1875,"With reference to the question of Home Rule, Mr Parnell said that since he first could think he had the principles of that movement ever fixed in his heart, for he always believed the day would come when the voice of the people in this country would rule her affairs and make her laws, and that was what he understood by Home Rule .",0.0,0.0,0.0
speech_00004,parnell_source_00012,1875,"The government of a people according to the will of the people was what they advocated, and he did not think the English people would ever pass just or fair laws for this country .",0.0,0.067,0.067
speech_00004,parnell_source_00012,1875,"Speaking of education, he advocated the justice of the demand for education on the basis of religious instruction, and expressed his conviction that, for their own sakes, and for the sake of their children and their children's children, the education of the country ought to be under the proper control of the clergy.",0.027,0.061,0.088
speech_00004,parnell_source_00013,1875,"With reference to the question of Home Rule, Mr Parnell said that since he first could think he had the principles of that movement ever fixed in his heart, for he always believed the day would come when the voice of the people in this country would rule her affairs and make her laws, and that was what he understood by Home Rule .",0.0,0.0,0.0
speech_00004,parnell_source_00013,1875,"The government of a people according to the will of the people was what they advocated, and he did not think the English people would ever pass just or fair laws for this country .",0.0,0.067,0.067
speech_00004,parnell_source_00013,1875,"Speaking of education, he advocated the justice of the demand for education on the basis of religious instruction, and expressed his conviction that, for their own sakes, and for the sake of their children and their children's children, the education of the country ought to be under the proper control of the clergy.",0.027,0.061,0.088
speech_00004,parnell_source_00016,1875,"The Home Rulers of Meath have adopted Mr. Parnell as their candidate, in preference to Mr. J. T. Hinds.",0.0,0.0,0.0
speech_00004,parnell_source_00016,1875,"This resolution was come to at a county meeting held on Monday, at which the Roman Catholic were largely represented.",0.0,0.0,0.0
speech_00004,parnell_source_00016,1875,"Mr. Ennis, M.P., presided.",0.0,0.0,0.0
speech_00004,parnell_source_00016,1875,"That gentleman was present, and addressed the meeting.",0.0,0.0,0.0
speech_00005,parnell_source_00017,1875,What reason had the hon. Member for Derry given for approving  the principle of the Bill?,0.0,0.0,0.0
speech_00005,parnell_source_00017,1875,It had been said that some half dozen Irish landlords had given it as their opinion that without coercion they could not exercise the rights of property.,0.0,0.075,0.075
speech_00005,parnell_source_00017,1875,What did they mean by the rights of property?,0.0,0.0,0.0
speech_00005,parnell_source_00017,1875,"He had seen Irish landlords sitting in polling booths as agents for the Conservative candidate, hearing illiterate voters record their votes, and their tenants trembling when they came to vote against that candidate.",0.072,0.0,0.072
speech_00005,parnell_source_00017,1875,That was an exercise of the rights of property of which he did not think Englishmen would approve.,0.0,0.0,0.0
speech_00005,parnell_source_00017,1875,"He thought that the facts of the hon. Gentleman were well put, and he only wished he was with them on their  benches of the House.",0.0,0.077,0.077
speech_00005,parnell_source_00017,1875,"Why should Ireland be treated as a geographical fragment of England, as he had heard an ex Chancellor of the Exchequer call it some time ago.",0.0,0.0,0.0
speech_00005,parnell_source_00017,1875,"Ireland was not a geographical fragment, but a nation.",0.0,0.0,0.0
speech_00005,parnell_source_00019,1875,Some half dozen landlords in Ireland had privately warned their Chief Secretary that they could not exercise what they considered to be the rights of property without such legislation.,0.07,0.0,0.07
speech_00005,parnell_source_00019,1875,"He had known some landlords who considered they were exercising these rights by acting as agents for Conservative candidates in those polling booths where they knew that their tenantry   men whose futures they held in the hollow of their hand, and in many cases illiterate   were to vote.",0.0,0.064,0.064
speech_00005,parnell_source_00020,1875,Mr Parnell said that the member for the county Derry  had said coercive measures were necessary to prevent Protestants and Roman Catholics flying at each other's throats; but he would ask if that was any reason why thirty other counties should have coercive measures fixed upon them .,0.0,0.022,0.022
speech_00005,parnell_source_00020,1875,"In these discussions they always heard a great deal about exercising the rights of property, but they heard very little of the duties of those who hold property.",0.0,0.089,0.089
speech_00005,parnell_source_00020,1875,He had seen landlords sitting in polling booths watching the way in which illiterate electors recorded their votes; but he thought that could scarcely be considered either one of the rights or duties of landlords .,0.0,0.0,0.0
speech_00005,parnell_source_00020,1875,"He claimed for the people of Ireland the right of self government, the right that every people had naturally   the right of governing their country according to their own will.",0.0,0.0,0.0
speech_00005,parnell_source_00020,1875,That was all they wanted.,0.0,0.0,0.0
speech_00004,parnell_source_00022,1875,"At Longwood, Summerhill, Athboy, Dunshauglin, Rathcore, and numerous other places, addresses were delivered in the open air to assemblies which, considering the depopulated condition of the county, might be considered numerous; and in all cases the people appeared thoroughly to understand the nature of the contest and appreciate the interests at stake.",0.0,0.086,0.086
speech_00004,parnell_source_00022,1875,"The votes were counted and the poll declared on Monday at Trim, when the numbers were found to be:  Parnell ... ... ... 1,771 Naper   ... ... ... 902 Hinds   ... ... ... 138 This gives to Mr. Parnell the great majority of 869 over Mr. Naper, and 1,633 over Mr. Hinds.",0.0,0.074,0.074
speech_00004,parnell_source_00022,1875,In Navan they set to work at once fastening up sprigs of laurel and green boughs on the fronts of the houses.,0.0,0.0,0.0
speech_00004,parnell_source_00022,1875,"In Kells, Athboy, Slane, and other places, the bands came out and played through the streets, and bonfires were lit in many parts of the county.",0.0,0.088,0.088
speech_00004,parnell_source_00022,1875,"Returning again to the parochial house they found that on the large square in front of it the people had kindled an enormous bonfire, the flames of which rose many feet into the air.",0.0,0.0,0.0
speech_00004,parnell_source_00023,1875,I offer myself for your adoption as a Candidate.,0.0,0.0,0.0
speech_00004,parnell_source_00023,1875,I do not appear before you as an untried man.,0.0,0.0,0.0
speech_00004,parnell_source_00023,1875,"In March, 1874, I contested the county Dublin against Colonel Taylor, the Government candidate, at the request of the Irish Home Rule League.",0.0,0.0,0.0
speech_00004,parnell_source_00023,1875,Neither are my name and family unknown in the history of Irish politics.,0.0,0.0,0.0
speech_00004,parnell_source_00024,1875,"Avondale, Rathdrum, April 20, 1875.",0.0,0.0,0.0
speech_00005,parnell_source_00025,1875,"He was followed by Mr Parnell, the new member for Meath.",0.0,0.0,0.0
speech_00005,parnell_source_00027,1875,Some half dozen landlords in Ireland had privately warned the Chief Secretary that they could not exercise what they considered to be the rights of property without such legislation.,0.07,0.0,0.07
speech_00005,parnell_source_00027,1875,"He had known of other landlords who considered they were exercising their rights by acting as agents for Conservative candidates in those polling booths where they knew that their tenantry   men whose futures they held in the hollow of their hand, and who were, in many cases, illiterate   were to vote .",0.0,0.06,0.06
speech_00005,parnell_source_00028,1875,Some half dozen landlords in Ireland had privately warned the Chief Secretary that they could not exercise what they considered to be the rights of property without such legislation.,0.07,0.0,0.07
speech_00005,parnell_source_00028,1875,"He had known of other landlords who considered they were exercising their rights by acting as agents for Conservative candidates in those polling booths where they knew that their tenantry   men whose futures they held in the hollow of their hand, and who were, in many cases, illiterate   were to vote .",0.0,0.06,0.06
speech_00007,parnell_source_00032,1875,"On Saturday Charles Stewart Parnell, Esq., the recently elected member for Meath, returned home for the first time since his election.",0.0,0.0,0.0
speech_00007,parnell_source_00032,1875,"In the course of the evening Mr. Parnell, M.P., the Very Rev. Richard Galvin, P.P., and the Rev. Joseph Barron, C.C., addressed the assemblage at Avondale, where large bonfires were blazing away till late at night.",0.0,0.0,0.0
speech_00009,parnell_source_00034,1875,The hon. Member for Donegal  seemed indignant at the assertion being made that such was the case; but they had the evidence of the highest authorities that Ribbonism did not exist.,0.06,0.0,0.06
speech_00005,parnell_source_00035,1875,"During the debate a new member   Mr. Parnell   who has entered the House this year, introduced himself to our notice.",0.0,0.0,0.0
speech_00005,parnell_source_00035,1875,There is nothing particular to record about him.,0.0,0.0,0.0
speech_00010,parnell_source_00040,1875,"of the parish of Navan, and Sir John Dillon, the officer commanding the Royal Meath Militia, on the subject of allowing the attendance of men at Mass on the 6th and 27th of May, being holidays on which they were bound to attend Divine service by the rules of the Catholic Church, and whether he has any objection to say if any of the instructions laid down in the Queen's Regulations prohibit commanding officers of militia regiments from allowing their men to attend Mass?",0.022,0.07,0.092
speech_00010,parnell_source_00040,1875,"I beg to give notice that on Tuesday I will ask the right hon. gentleman if he has any objection to say whether the letter to which he refers is in existence; and, if so, when and under what circumstances it ceased to exist.",0.047,0.0,0.047
speech_00010,parnell_source_00041,1875,"Finally, Mr. Parnell asked the Secretary for War whether he would lay upon the table the correspondence between the Rev. Hugh Behan, C.C., Navan, and Sir John Dillon, commanding the Royal Meath Militia, on the subject of allowing the attendance of the men of that regiment at Mass on the 6th and 27th May, holidays of the Catholic Church, and whether there were any regulations prohibiting such attendance.",0.054,0.036,0.09
speech_00010,parnell_source_00041,1875,"Mr Hardy replied that the Rev. Mr. Behan wrote to ask that the men be sent to Mass as on Sundays, and that Sir John Dillon did not reply.",0.0,0.088,0.088
speech_00010,parnell_source_00041,1875,Mr Parnell immediately gave notice of another question on the subject.,0.0,0.0,0.0
speech_00010,parnell_source_00043,1875,"Mr. Parnell asked the Secretary of State for War whether he had any objection to lay on the table of the House the correspondence between the Rev. Hugh Behan, administrator of the parish of Navan, and Sir John Dillon, the officer commanding the Royal Meath Militia, on the subject of allowing the attendance of the men at mass on the 6th and 27th of May, being holydays  on which they were bound to attend Divine Service by the rules of the Catholic Church; and whether he had any objection to say if any of the instructions laid down in the Queen's Regulations prohibited commanding officers of Militia regiments from allowing their men to attend mass.",0.064,0.029,0.093
speech_00012,parnell_source_00044,1875,Words ran high.,0.0,0.0,0.0
speech_00012,parnell_source_00045,1875,"Mr Parnell had the following notice upon the paper:  To ask the Chief Secretary of State for War if he has any objection to say whether the letter from the Rev H Behan to Sir J Dillon, to which he referred in answer to a previous question, as containing a demand that Sir J Dillon would send the Meath militia regiment to Mass on the 6th and 27th of May was in existence, and if not, when and under what circumstances it ceased to exist?",0.088,0.0,0.088
speech_00012,parnell_source_00045,1875,"Whether there was not a subsequent letter from the Rev H Behan to Sir J Dillon containing a request that he would allow the men to attend Mass on the 27th of May, and whether he has any objection to lay copies of this letter and of the reply to it upon the table of the House, and whether it is a fact that the Tipperary and Westmeath regiments of Militia are allowed by their commanding officers to attend Mass on holidays, and whether he will direct that some facilities should be given in future by the commanding officer of the Meath militia, to enable his men to do the same.",0.018,0.041,0.059
speech_00012,parnell_source_00045,1875,"The hon member said he would postpone the question until Friday, as he intended to ask further of the right hon gentleman whether he was aware that the Meath Militia were not allowed out of barracks between the hours of first and second parade on the 6th and 27th May, and if so what military duties they were discharging during that time.",0.03,0.0,0.03
speech_00012,parnell_source_00045,1875,"He now wants to know if the letter is in existence, and if not under what circumstances it ceased to exist.",0.0,0.0,0.0
speech_00012,parnell_source_00045,1875,"With respect to the other questions, I may say that there was another letter, not to the effect stated by the hon member, but a request that the men would be allowed to attend at a different hour on three several Sundays, which request was complied with.",0.0,0.046,0.046
speech_00012,parnell_source_00045,1875,I have not other correspondence.,0.0,0.0,0.0
speech_00012,parnell_source_00045,1875,Mr Parnell   May I ask the right hon gentleman if he proposes to take any further steps in reference to the matter.,0.0,0.052,0.052
speech_00012,parnell_source_00049,1875,"It is not usual to anticipate questions in this manner; moreover, there is reason to believe from Mr. Hardy's statement as to the other parts of the questions that he has been misinformed as to the facts, and Mr. Parnell will ask for the information he seeks, notwithstanding this anticipatory statement, with the following addition:  ""Whether the Secretary for War is aware that the Meath Militia, quartered in barracks, were not allowed out of barracks during Mass time, between the hours of first and second parade, on the 6th and 27th May, and if so what military duties they were discharging during that time?""",0.06,0.0,0.06
speech_00012,parnell_source_00050,1875,"MR. PARNELL , who had the following Question on the Paper: To ask the Secretary of State for War, If he has any objection to say whether the letter from the Reverend Hugh Behan to Sir John Dillon to which he referred, in answer to a previous Question, as containing a demand that Sir John Dillon would send the Meath Militia regiment to Mass on the 6th and 27th of May, is in existence; and, if not, when and under what circumstances it ceased to exist; whether there was not a subsequent letter from the Reverend Hugh Behan to Sir John Dillon, containing a request that he would allow the men to attend Mass on the 27th of May, and whether he has any objection to lay copies of this letter, and of the reply to it, upon the Table of the House; and, whether it is a fact that the Tipperary and Westmeath Regiments of Militia are allowed by their commanding officers to attend Mass on holidays; and whether he will direct that some facilities should be given in future by the commanding officer of the Meath Militia to enable his men to do the same; expressed a wish to postpone it to a future day, when he proposed to put another Question on the subject to the right hon. Gentleman the Secretary of State for War.",0.065,0.031,0.096
speech_00012,parnell_source_00050,1875,... MR. PARNELL wished to know whether the right hon. Gentleman declined to take any further steps in the matter?,0.0,0.055,0.055
speech_00012,parnell_source_00050,1875,"At the same time, he must say that the right hon. Gentleman appeared by his answer to be",0.0,0.0,0.0
speech_00012,parnell_source_00051,1875,"Mr Parnell had the following notice upon the paper   to ask the Secretary of War if he has any objection to say whether the letter from the Rev. H. Behan to Sir John Dillon, to which he referred in answer to a previous question, as containing a demand that Sir John Dillon would send the Meath Militia Regiment to Mass on the 6th and 27th of May, is in existence, and if not, when, and under what circumstances it ceased to exist; whether there was not a subsequent letter from the Rev. H. Behan to Sir John Dillon containing a request that he would allow the men to attend Mass on the 27th of May; and whether it is a fact that the Tipperary and Westmeath Regiments of Militia are allowed by their commanding officers to attend Mass on holidays; and whether he would direct that same facilities should be given in future by the commanding officer of the Meath Militia to enable his men to do the same!",0.045,0.026,0.071
speech_00012,parnell_source_00051,1875,"The hon. member said he would postpone the question until Tuesday, as he intended to ask further if the right hon. gentleman was aware that the Meath Militia was quartered in barracks on the 22nd of May, and was not allowed out of barracks.",0.042,0.0,0.042
speech_00012,parnell_source_00051,1875,... Mr. Parnell   May I ask the right hon. gentleman if he proposes to take any further steps in reference to the matter?,0.0,0.05,0.05
speech_00014,parnell_source_00056,1875,"In addition to this, they, in winter time, put him naked into a cell, and when he was physically unable to take exercise in the prisonyard, caused him to be dragged to and fro, first by convicts, and afterwards by warders.",0.089,0.0,0.089
speech_00014,parnell_source_00058,1875,"He was placed in a cell naked during the winter without any bed, and when unable to take exercise was dragged round the yard by two convicts or warders.",0.043,0.0,0.043
speech_00014,parnell_source_00059,1875,"They blistered him, and thrust sharp instruments into the muscles of his legs, and they stripped him naked in winter and shut him up in his cell at night without his clothes.",0.0,0.0,0.0
speech_00015,parnell_source_00061,1875,"There were many Irish Members who believed that the House of Commons could never effectually legislate for Ireland, and the hon. and learned Member for Limerick had put a Motion on the Paper directly raising that question.",0.066,0.0,0.066
speech_00015,parnell_source_00061,1875,"It was now proposed, at a time when there were very few Irish Members present, that another course be taken, which would prevent that Motion from being brought forward.",0.0,0.039,0.039
speech_00015,parnell_source_00061,1875,"The Notice of the Government was for the Evening Sitting, and several Irish Members were prepared to speak upon it.",0.0,0.091,0.091
speech_00015,parnell_source_00061,1875,"They were not, however, present now, and were unprepared for this change in the Government arrangements.",0.0,0.0,0.0
speech_00015,parnell_source_00061,1875,He would appeal to the Government to allow the matter to stand over until those Irish Members could be present who were able and willing to speak on the subject.,0.0,0.097,0.097
speech_00015,parnell_source_00061,1875,"If not, then let the Irish Members have Tuesday next.",0.0,0.0,0.0
speech_00015,parnell_source_00062,1875,"Mr Parnell remarked that the hon member for Louth was obliged to the Prime Minister for the courtesy with which he had spoken of his motion of the state of Baroda, but he regretted that the right hon gentleman had not adopted a similar course with regard to the motion of the hon and learned member for Limerick on the state of Ireland.",0.052,0.027,0.079
speech_00015,parnell_source_00062,1875,"Nor had the hon member for Louth objected to the course of the Government on the ground of the postponement of his own motion, but rather because that of the hon member for Limerick would be consequently put aside.",0.0,0.0,0.0
speech_00015,parnell_source_00062,1875,"The majority of Irish members believed that this house was incapable of legislating for Ireland, and the motion of the hon member for Limerick directly affirmed that principle.",0.088,0.0,0.088
speech_00015,parnell_source_00062,1875,"The Prime Minister had, however, without giving notice, adopted a course in the absence of Irish members, which would prevent the discussion of the motion of the hon member for Limerick.",0.065,0.035,0.1
speech_00015,parnell_source_00062,1875,"He  appealed to the right hon gentleman either to postpone his resolution till the evening sitting, when other Irish members able and willing to speak on the question, could be present, or to give next Tuesday to the resolution of the hon member for Limerick.",0.041,0.0,0.041
speech_00015,parnell_source_00063,1875,"Vainly did Mr Sullivan and Mr Parnell raise their voices against the innovation, determinedly contending that, at all events, Tuesday next should be expected from the Government ukase, as on that day the conduct of the Administration relative to Irish Parliamentary business would be the subject of a smart oratorical phillipic from Mr Butt.",0.0,0.094,0.094
speech_00015,parnell_source_00064,1875,Mr. Parnell  said that there were many people in Ireland who believed that the House of Commons could never legislate satisfactorily for Ireland; and the motion of Mr. Butt would directly raise this question.,0.062,0.0,0.062
speech_00015,parnell_source_00064,1875,"Many Irish members believed that this motion would not be made until the evening, and were now absent; he hoped it would be allowed to stand over.",0.0,0.091,0.091
speech_00015,parnell_source_00065,1875,"Mr Parnell said that there were many people in Ireland who believed that the House of Commons could never legislate satisfactorily for Ireland, and the motion of Mr Butt would directly raise that question.",0.062,0.0,0.062
speech_00015,parnell_source_00065,1875,"Many Irish members believe that this motion would not be made until the evening, and were now absent.",0.0,0.0,0.0
speech_00016,parnell_source_00066,1875,MR. PARNELL complained that the Vote was brought forward at a period of the Session when not more than one fifth of the Irish Members were able to attend.,0.091,0.0,0.091
speech_00016,parnell_source_00066,1875,"It had been stated that the results of the system of Irish education had not been very satisfactory, though it had been established 44 years ago.",0.085,0.0,0.085
speech_00016,parnell_source_00066,1875,"He did not believe that the system could be estimated by a comparison of the number of children that passed in reading and writing, nor the number that attended school.",0.0,0.088,0.088
speech_00016,parnell_source_00066,1875,"The representatives of the ratepayers in Ireland should not be called upon to levy a tax for an object of which they did not approve, and he felt certain that the Poor Law Guardians would not raise the tax; and, in conclusion, he insisted that if England wanted to force a system of education on Ireland to which the people objected, England should pay it herself.",0.067,0.031,0.098
speech_00016,parnell_source_00068,1875,"Some discussion ensued, in which Dr. Playfair, Mr Sherlock, Mr. Meldon, Mr. Ward, Mr. Downing, Mr. O'Clery, Mr. Whalley, and Mr. Parnell took part.",0.0,0.0,0.0
speech_00017,parnell_source_00070,1875,"Mr. O'Connor Power presided, and the other members of Parliament who took a prominent part in the proceedings were Mr. Parnell, Mr. Biggar, and Mr. Meldon.",0.0,0.087,0.087
speech_00019,parnell_source_00076,1875,"Mr Parnell   I beg to ask the Secretary of State for the Home Department whether he will direct an inquiry to be made into the circumstances connected with the sentencing of the military prisoner John O'Brien, independently of the reference to the record of the military proceedings, with the view of recommending the extension of the Royal clemency to him in case it should be found that his sentence had been extended from 10 years to life in consequence of his exclamation when leaving the dock?",0.057,0.042,0.099
speech_00020,parnell_source_00078,1875,"They knew that Mr. Smyth had taken a very prominent part in Irish politics, and had always been well thought of by his countrymen, not only as a member of the association but as an Irishman, until within recent years, when he appeared to many to deviate from the proper course he should follow.",0.0,0.063,0.063
speech_00020,parnell_source_00078,1875,"Several, including himself , were inclined to make excuses for him   to believe that he felt in conscience it was his duty to take the course he did.",0.0,0.088,0.088
speech_00020,parnell_source_00078,1875,"Some time back he expressed this view to Mr. Smyth, but the course taken by Mr. Smyth during the last three weeks had completely changed his mind, for he saw that gentleman, with the eyes of the country upon him, join a clique .",0.0,0.064,0.064
speech_00020,parnell_source_00078,1875,... The Chairman said there had been a very full discussion of the matter.,0.0,0.084,0.084
speech_00020,parnell_source_00078,1875,"The chairman then submitted the resolution, and declared it carried unanimously.",0.0,0.0,0.0
speech_00020,parnell_source_00079,1875,"In recent years Mr Smyth had appeared to deviate from the course he ought to have followed, and many of them were inclined to make excuses for him, but his course in the past few weeks has changed.",0.0,0.0,0.0
speech_00020,parnell_source_00079,1875,"He did not believe Mr. Smyth belonged to the Whig faction that sought to get possession of the City of Dublin last week, and not only of the City of Dublin, but sought to debase the national party.",0.0,0.088,0.088
speech_00020,parnell_source_00081,1875,"In recent years Mr. Smyth had appeared to deviate from the course he ought to have followed, and many of them were inclined to make excuses for him, but his course in the past few weeks has changed.",0.0,0.0,0.0
speech_00020,parnell_source_00081,1875,"He did not believe Mr. Smyth belonged to the Whig faction that sought to get possession of the City of Dublin, and not only the City of Dublin, but sought to debase the national party .",0.0,0.095,0.095
speech_00020,parnell_source_00082,1875,"They know that Mr. Smyth had taken a very prominent part in Irish politics, and had always been well thought of by his countrymen, not only as a member of the association but as an Irishman, until within recent years, when he appeared to many to deviate from the proper course he should follow.",0.0,0.063,0.063
speech_00020,parnell_source_00082,1875,"Several, including himself , were inclined to make excuses for him   to believe he really thought he was doing what was right, and that he felt in conscience it was his duty to take the course he did.",0.0,0.065,0.065
speech_00020,parnell_source_00082,1875,"Some time back he expressed this view to Mr. Smyth, but the course taken by Mr. Smyth during the last three weeks had completely changed his mind, for he saw that gentleman, with the eyes of the country upon him, join a clique .",0.0,0.064,0.064
speech_00020,parnell_source_00082,1875,... The Chairman said there had been a very full discussion of the matter.,0.0,0.084,0.084
speech_00020,parnell_source_00082,1875,He repeated that the occasion was a most painful one   all his colleagues in parliament concurred in that ; but nothing was left to him but to put the resolution.,0.072,0.0,0.072
speech_00020,parnell_source_00082,1875,"The Chairman then submitted the resolution, and declared it carried unanimously.",0.0,0.0,0.0
speech_00023,parnell_source_00084,1875,"Charles S. Parnell, Esq., M.P., next addressed the meeting.",0.0,0.0,0.0
speech_00024,parnell_source_00087,1875,"This evening Mr. C. S. Parnell, M.P., addressed his constituents in the hall of the Young Men's Association.",0.0,0.0,0.0
speech_00024,parnell_source_00087,1875,The hall was crowded.,0.0,0.0,0.0
speech_00024,parnell_source_00087,1875,"Among those on the platform were   The Very Rev. Father Lynch, Very Rev. Mr Higgins, Rev. E. Callery, Slane; Rev. Mr. Callery, Athboy, Rev. Mr. Torney, Kingscourt; Rev. Mr. Keogh, Trim; Rev. Mr. Biggar, Liverpool; Rev. Mr. O'Rooney, Rev. Mr. Scully, Rev. Mr. Healy, Rev. Mr. O'Neil, Rev. Mr. Behan, Rev. Mr. Cole, Mr. Mangan, Drogheda; Mr. Collins, Trim; Mr. Moore, Trim, etc.",0.0,0.0,0.0
speech_00024,parnell_source_00087,1875,The Very Rev. Father Lynch was called to the chair.,0.0,0.0,0.0
speech_00024,parnell_source_00087,1875,"The Chairman, at the opening of the proceedings, introduced Mr. Parnell to the audience, and he said he believed Mr. Parnell intended to visit several other parts of the county.",0.0,0.0,0.0
speech_00024,parnell_source_00087,1875,"It might be thouhgt that the Home Rule party in the House of Commons had done nothing, because no results were yet visible; but they would discover themselves at the proper time.",0.0,0.099,0.099
speech_00024,parnell_source_00087,1875,The British Government had lately endeavoured to carry on government by coercion   that was the method England had been persisting in for 700 years.,0.098,0.0,0.098
speech_00024,parnell_source_00087,1875,That beat all I ever heard in my life .,0.0,0.0,0.0
speech_00024,parnell_source_00087,1875,It was said that it was because they were Ribbonmen in these counties.,0.0,0.0,0.0
speech_00024,parnell_source_00087,1875,"The present Tory Government renewed the same act merely because it was the will of Sir Michael Hicks Beach, and should therefore be passed without any consideration for truth or reason .",0.0,0.071,0.071
speech_00024,parnell_source_00087,1875,Was not this sufficient reason for Home Rule?,0.0,0.0,0.0
speech_00024,parnell_source_00087,1875,But the Government would listen to nothing.,0.0,0.0,0.0
speech_00024,parnell_source_00087,1875,"Sir M. H. Beach was the representative of Ireland, and consequently the bill must be passed.",0.0,0.0,0.0
speech_00024,parnell_source_00087,1875,Let the Irish people accumulate evidence and hold a commission themselves.,0.0,0.0,0.0
speech_00024,parnell_source_00087,1875,"He thought the Liberals would, on next coming into office, be able to get a Tenant right Bill for the North and fixity of tenure at fair rents, for the South and West.",0.0,0.069,0.069
speech_00024,parnell_source_00087,1875,"Mr. Crawford brought in a bill for the North last year, but in the South he did not see how they could define tenant right, because no tenant right existed.",0.091,0.0,0.091
speech_00024,parnell_source_00087,1875,"He did not believe they would, and what was more, he did not believe they could do any such thing .",0.0,0.0,0.0
speech_00024,parnell_source_00087,1875,"There was, as they were aware, a distinct motion about it last session.",0.0,0.0,0.0
speech_00024,parnell_source_00087,1875,"He thought the demand of the Irish people would probably be acceded to, and that before long.",0.086,0.0,0.086
