speech_id,file,year,sentence,negative,neutral,positive,compound score
speech_00093,parnell_source_00348,1885,"Not to preserve the peace, not to arrest stray donkeys that may be trespassing on the roadside , not even to bring an odd young man who may have taken perhaps a sup too much after a fair   not even to bring such an odd young man to the barracks.",0.127,0.733,0.14,0.1867
speech_00090,parnell_source_00345,1885,"I cannot doubt that much mischief would have been spared, and that instead of occupying the humiliating position which the landlord class now do, they would have a better and a happier one; and as for the people, their sufferings would have been largely mitigated.",0.148,0.691,0.161,0.1803
speech_00016,parnell_source_00069,1875,Mr. Parnell said the Irish people were to be asked to tax themselves for the support of the an English system which they sent 60 members to Parliament to protest against.,0.059,0.861,0.08,0.1779
speech_00029,parnell_source_00110,1875,"England had to look to herself, for hers was a power that would want supporting if Irish grievances were not redressed.",0.105,0.717,0.177,0.1779
speech_00034,parnell_source_00128,1876,"Now, as he , heard the story   and he heard it so often that he believed it   it was lucky the priest had done so, for the cover of the cushion was cut up into scapulars and sold throughout the country .",0.049,0.886,0.065,0.1779
speech_00034,parnell_source_00129,1876,"Now, as he  heard the story   and he heard it so often that he believed it   it was lucky the priest had done so, for the cover of the cushion was cut up into scapulars and sold throughout the country.",0.049,0.886,0.065,0.1779
speech_00038,parnell_source_00156,1876,"The Home Secretary, however, in reply to a further question by the member for Meath, raised some laughter at Mr Parnell's expense, for Mr Cross alleged that some one must have misled the hon gentleman, as Condon was not in Spike Island, never had been there, never had been handcuffed, and never chained.",0.045,0.898,0.057,0.1779
speech_00041,parnell_source_00157,1876,"MR. PARNELL said, he would adopt the suggestion of the hon. and learned 427Gentleman.",0,0.884,0.116,0.1779
speech_00049,parnell_source_00238,1886,"Mr O'Shea was returned for the County of Clare in 1880, not as a member of my part   he was returned unpledged to me, and so far as I know he has both in letter and in spirit kept the pledges which he gave to the people of Clare in 1880.",0,0.966,0.034,0.1779
"speech_00049, speech_00050, speech_00051",parnell_source_00240,1886,"Well, now, under these circumstances, was I to allow him to be persecuted and kept out of Parliament?",0.113,0.69,0.197,0.1779
"speech_00049, speech_00050",parnell_source_00252,1886,"Captain O'Shea was the ""man for Galway,"" in his opinion, and for Galway he resolved to return him.",0,0.909,0.091,0.1779
speech_00050,parnell_source_00255,1886,"If he could for ever shut the volume which will, some day, be written about the causes which led to his political decay and fall, he would be happier than he is to day.",0.071,0.84,0.089,0.1779
speech_00052,parnell_source_00266,1886,"The right hon. Gentleman taunts us about the language of the Resolution to which I have referred, and about the language of the Manifesto which was issued by my hon. Friend the Member for the Scotland Division of Liverpool .",0.06,0.863,0.077,0.1779
speech_00052,parnell_source_00274,1886,"The right hon. gentleman taunts us about the language of the resolution to which I have referred, and about the language of the manifesto which was issued by my hon. friend the member for the Scotland Division of Liverpool.",0.06,0.863,0.077,0.1779
speech_00052,parnell_source_00277,1886,"The right hon. gentleman taunts us with the language of that Resolution, and with the language of the manifesto which was issued by my hon. friend the member for the Scotland Division of Liverpool.",0.066,0.849,0.085,0.1779
speech_00052,parnell_source_00277,1886,"Yes; we shall have to surrender all these under the scheme, and we shall be left with a Budget which only exceeded the annual balance by about 400,000/.",0.067,0.842,0.091,0.1779
speech_00052,parnell_source_00277,1886,"If the sum is agreed upon, of course we must pay.",0.112,0.72,0.168,0.1779
speech_00065,parnell_source_00295,1880,"It seemed that there was no control whatever over the proceedings of the Irish Government, and that when anything was done, all that was necessary was for the Chief Secretary for Ireland to say that he felt himself bound in some way or other; and that was all the satisfaction that could be had with reference to the applications for this money.",0.034,0.922,0.045,0.1779
speech_00065,parnell_source_00295,1880,"... MR. PARNELL said, there might have been a loss to the public funds, independent of the interest which, by the change, would now have to be borne by the Church Surplus Fund.",0.065,0.85,0.085,0.1779
speech_00065,parnell_source_00295,1880,It would encourage the men to hold on and fight through the winter.,0.154,0.651,0.195,0.1779
speech_00067,parnell_source_00297,1880,It was proposed to do that by carrying out the spirit of the 9th section of the Act of 1870 as it left that House and went up to the House of Lords.,0,0.95,0.05,0.1779
speech_00067,parnell_source_00297,1880,"He asked the House whether it was worth while worth all the time spent on the Bill, and all the fuss that had been made about it to arrive at such an impotent conclusion?",0.057,0.84,0.103,0.1779
speech_00068,parnell_source_00298,1880,"... MR. PARNELL said, his difficulty was that he could not, in the absence of his hon. Friends, appear to lay down a policy or come to a decision.",0.079,0.82,0.102,0.1779
speech_00072,parnell_source_00304,1880,Even in the best of seasons the people are not very far removed from starvation.,0.169,0.628,0.203,0.1779
speech_00076,parnell_source_00326,1886,"He has disregarded the claims of, perhaps, failing health, and with an extraordinary vigour, mental as well as physical, which no other man could have equalled, he has thrown his whole heart into this last effort of his to do justice to Ireland and to settle for ever this long standing quarrel between the two nations; and whether he succeeds or fails Ireland will always be grateful to him.",0.151,0.69,0.159,0.1779
speech_00082,parnell_source_00336,1880,"That is eight or nine years ago, and as he could only get the Legislature to adopt his clauses as an experiment in this bill.",0,0.934,0.066,0.1779
speech_00084,parnell_source_00338,1880,"Now, scarcely a week after our arrival in America, it feels itself compelled to come forward and to announce that it is going to recommend parliament to appropriate a quarter of a million of pounds of sterling  TO RELIEVE THE FAMINE.",0.094,0.753,0.154,0.1779
speech_00086,parnell_source_00340,1880,We desire to abolish this feudal system of land tenure.,0.157,0.63,0.213,0.1779
speech_00089,parnell_source_00344,1880,"In consequence of American competition, Ireland would be driven to adopt that system.",0,0.876,0.124,0.1779
speech_00091,parnell_source_00346,1885,"The government of Ireland, suppose they adopt the second alternative, will practically lead to the same thing as the adoption of the first one.",0,0.931,0.069,0.1779
speech_00092,parnell_source_00347,1885,Of the merits of your candidates it is unnecessary for me to speak.,0.127,0.701,0.172,0.1779
speech_00070,parnell_source_00300,1880,"MR. PARNELL said, that he found that their position with reference to these Constabulary Votes had been somewhat misunderstood, and he wished to recall to the recollection of the Committee the statement which he made at the conclusion of Business, when Progress was about to be reported upon this Vote on Friday morning last.",0.037,0.914,0.049,0.1761
speech_00069,parnell_source_00299,1880,"He could not help thinking that, after the way in which the attention of the right hon. Gentleman had been called to that case and the hint thrown out, he would not fail to take action as regarded inquiry into the matter.",0.05,0.863,0.087,0.1759
speech_00024,parnell_source_00095,1875,He would be very glad if any man would supply him with evidence of any acts of oppression or harshness on the part of landlords; because such information would be most valuable to them next year .,0.134,0.716,0.15,0.1744
speech_00029,parnell_source_00107,1875,"Let her not back up certain powers, like Egypt .",0.16,0.619,0.221,0.1744
speech_00029,parnell_source_00110,1875,"Let her not back up certain Powers, like Egypt .",0.16,0.619,0.221,0.1744
speech_00084,parnell_source_00338,1880,"You have been told that it is none of your business to interfere in the concerns of a foreign country, and I quite agree with that   that is none of the business of your government; but I also agree that it is not only the business but the duty of you to sympathise and assist us in our endeavour to redress a wrong which has been inflicted upon us by the government of England.",0.101,0.79,0.109,0.1744
speech_00024,parnell_source_00087,1875,"The English Government were favourable to giving it to England, but not to extend it to Ireland.",0.092,0.728,0.179,0.1712
speech_00091,parnell_source_00346,1885,"It is a locality where it is scarcely possible for the people to live where they drag out a miserable existence, and where, practically speaking, nothing but desperation and the impossibility of living drives them to such courses as these .",0.085,0.838,0.077,0.1705
speech_00072,parnell_source_00306,1880,And in dealing with the question you must not forget that the New York Herald for several months has been noted for its advocacy of the landlord side.,0,0.942,0.058,0.1695
speech_00072,parnell_source_00306,1880,And let us not forget that is the ultimate goal at which all we Irishmen aim.,0,0.9,0.1,0.1695
speech_00072,parnell_source_00309,1880,And let us not forget that that is the ultimate goal at which all us Irishmen aim.,0,0.906,0.094,0.1695
speech_00089,parnell_source_00344,1880,"Mr. Parnell then went on to speak more particularly of the defence given to the landlords by the New York Herald , and the audience hissed the Herald  .",0,0.94,0.06,0.1689
speech_00091,parnell_source_00346,1885,"Transient as they may be confined to one particular locality as they may be, I would ask the young men or the old men who may be taking part in such things, if they be men within the reach of my voice, if they be not the product of police management in Ireland , if these actions be really undertaken by honest Irishmen with the view to benefit their country, I would ask them to pause   to hearken to my voice , to  such thought as those which spurred them into such actions   are destructive so far as they can be destructive, to the interest of our country and the life of our nation  .",0.065,0.848,0.087,0.1689
speech_00024,parnell_source_00087,1875,"The Home Rule party were working hard, but, for the present, silently.",0.092,0.766,0.142,0.1655
speech_00024,parnell_source_00090,1875,"The Home Rule party were working hard, but, for the present silently.",0.092,0.766,0.142,0.1655
speech_00037,parnell_source_00134,1876,In anything he  had now to say he did not wish to be understood as reflecting in the slightest degree on the good intentions of the right hon. Gentleman .,0.07,0.84,0.09,0.1635
speech_00080,parnell_source_00334,1880,"This may appear a statement scarcely to be credited, but it is a statement which you, as former inhabitants of Meath, will bear me out in.",0,0.934,0.066,0.1576
speech_00077,parnell_source_00327,1886,"The men who raised this bogey, this bugbear, of separation before your eyes as a reason against conceding the just demands of the Irish people know perfectly well that there is not the slightest danger or risk of separation.",0.171,0.646,0.183,0.1533
speech_00016,parnell_source_00066,1875,"He did not believe that the system could be estimated by a comparison of the number of children that passed in reading and writing, nor the number that attended school.",0,0.912,0.088,0.1531
speech_00025,parnell_source_00098,1875,And if he were even to become deficient in that respect they ought to remind him of it .,0.116,0.741,0.144,0.1531
speech_00025,parnell_source_00098,1875,Their representatives could not   dare not   go contrary to the wishes of their constituents.,0,0.89,0.11,0.1531
speech_00025,parnell_source_00099,1875,And if he were even to become deficient in that respect they ought to remind him of it .,0.116,0.741,0.144,0.1531
speech_00025,parnell_source_00099,1875,Their representatives could not   dare not   go contrary to the wishes of their constituents.,0,0.89,0.11,0.1531
speech_00028,parnell_source_00104,1875,"You have no more right to alter it than has the President of the United States or the Queen of England, or any other potentate, to alter the constitution of the country over which he or she presides .",0.054,0.878,0.068,0.1531
speech_00028,parnell_source_00106,1875,"You have no more right to alter it than has the President of the United States, or the Queen of England, or any other potentate, to alter the constitution of the country over which he or she presides .",0.054,0.878,0.068,0.1531
speech_00029,parnell_source_00108,1875,"Mr Parnell then proposed some new members, and in the course of his remarks congratulated the League on the importance which its weekly meetings were acquiring      and their influence in informing the people of both countries of the extent of some of the grievances under which Ireland laboured, and as showing the English nation at least that there was a defect somewhere.",0.073,0.846,0.082,0.1531
speech_00038,parnell_source_00156,1876,"Mr Burke  gave the required information concisely, mentioning that no communication had been received at the Foreign Office from the United States Government upon the subject during the present year.",0.067,0.848,0.085,0.1531
speech_00042,parnell_source_00173,1876,"He could not find any section in any of the Acts bearing on the subject allowing the Castle to appoint candidates to these situations, although he had always understood that the power was vested in the magistrates and the Lord Lieutenant jointly of dismissing a man.",0,0.965,0.035,0.1531
speech_00042,parnell_source_00174,1876,"He could not find any section in any of the Acts bearing on the subject allowing the Castle to appoint candidates to these situations, although he had always understood that the power was vested in the magistrates and the Lord Lieutenant jointly of dismissing a man.",0,0.965,0.035,0.1531
speech_00042,parnell_source_00187,1876,"He could not find any section in any of the Acts bearing on the subject allowing the Castle to appoint candidates to these situations, although he had always understood that the power was vested in the magistrates and the Lord Lieutenant jointly of dismissing a man.",0,0.965,0.035,0.1531
speech_00042,parnell_source_00188,1876,"He could not find any section in any of the acts bearing on the subject allowing the Castle to appoint candidates to these situations, although he had always understood that the power was vested in the magistrates and the Lord Lieutenant jointly of dismissing a man.",0,0.965,0.035,0.1531
speech_00042,parnell_source_00189,1876,"He could not find any section in any of the Acts bearing on the subject allowing the Castle to appoint candidates to these situations, although he had always understood that the power was vested in the magistrates and the Lord Lieutenant jointly of dismissing a man.",0,0.965,0.035,0.1531
speech_00046,parnell_source_00203,1876,"These provisions were often consumed by men 2,000 miles from land, and they had no opportunity of bringing the culprits   for they were nothing less   before the sanitary authorities.",0.069,0.844,0.087,0.1531
speech_00046,parnell_source_00207,1876,"These provisions were often consumed by men 2,000 miles from land, and they had no opportunity of bringing the culprits   for they were nothing less   before the military authorities.",0.069,0.844,0.087,0.1531
speech_00048,parnell_source_00231,1876,He owned he had not been sufficiently attentive in challenging the Chairman's decision on the one or two occasions when he put the Question.,0,0.935,0.065,0.1531
speech_00048,parnell_source_00232,1876,"Mr. Callan impugned the ruling of the chairman, and said that on the motion to report progress on a previous occasion the chairman did not take heed of the challenge of the hon. member for Meath.",0.065,0.829,0.106,0.1531
"speech_00049, speech_00050",parnell_source_00241,1886,But it was represented to him that under no circumstances would he accept the position.,0.146,0.677,0.177,0.1531
"speech_00049, speech_00050",parnell_source_00241,1886,"He desired to say a great deal more on the present aspect of their movement, but deemed it unnecessary to do so as the patriotic Father Sheehy was to follow him.",0.074,0.804,0.122,0.1531
"speech_00049, speech_00050",parnell_source_00249,1886,"... The Dublin Express  says there is still some spark of manly spirit left in the breasts of Irish patriots, and though trampled on will turn up anew.",0.065,0.817,0.118,0.1531
speech_00050,parnell_source_00250,1886,"He desired to say a great deal more on the present aspect of their movement, but considered it unnecessary, as the patriotic Father Sheehy was to follow him .",0.082,0.784,0.134,0.1531
speech_00052,parnell_source_00269,1886,"As regards law and order, of which the right hon gentleman to night poses as champion , I should have neglected my duty if I had refrained from bringing these matters under the notice of this House; and if the occasion arose now I should act in the same way .",0.066,0.837,0.097,0.1531
speech_00052,parnell_source_00278,1886,"He agreed with that, and was convinced that if their views were fairly met in committee in regard to the defects to which he alluded, its working would be an agreeable disappointment to the right hon. gentleman  and all those who thought with him.",0.114,0.741,0.144,0.1531
speech_00052,parnell_source_00281,1886,"As regards law and order, of which the right hon. gentleman to night poses as the sole champion      I should have neglected my duty if I had refrained from bringing these matters under the notice of this House, and if the occasion arose now I should act in the same way.",0.064,0.843,0.094,0.1531
speech_00059,parnell_source_00289,1880,"For his own part, he  felt disposed to leave the money in the hands of the Treasury.",0.067,0.833,0.1,0.1531
speech_00060,parnell_source_00290,1880,"Therefore, he would ask the Chief Secretary to postpone the Committee stage of the Bill until they had an opportunity of seeing the other Relief of Distress in Ireland Bill which it was proposed to introduce, and of ascertaining whether the Government really intended to press it forward.",0.096,0.797,0.107,0.1531
speech_00065,parnell_source_00295,1880,"That was shown by the way the Act of Parliament referred to the Boards of Guardians; but by a rule necessarily adopted by the Local Government Board, in order that the Boards of Guardians should pay next year, it became necessary that the tenants should pay this year, so that the intention of the Legislature was clear that the tenants should not be called upon to pay this year.",0.066,0.886,0.047,0.1531
speech_00065,parnell_source_00295,1880,"But his contention was that it was not a boon to issue grants to landowners, other than those granted or sanctioned by the Board of Works up to the 19th April, 1880.",0.09,0.776,0.134,0.1531
speech_00068,parnell_source_00298,1880,"He told them then that he was a great supporter of the rights of minorities, and that he viewed this kind of work with dread, and that it would tend to restrict those rights.",0.137,0.711,0.152,0.1531
speech_00068,parnell_source_00298,1880,He should be glad to do anything he could to lead the way out of the present difficulty.,0.112,0.748,0.14,0.1531
speech_00070,parnell_source_00300,1880,"He had said publicly, on his authority as a responsible Minister of the Crown   responsible for the good order and government of Ireland that the late Bill for Compensation for Disturbance  was necessary in order to prevent the Government from being under the necessity of using the powers of the police for the purpose of assisting landlords to work injustice.",0.092,0.762,0.145,0.1531
speech_00053,parnell_source_00302,1886,"Even the terrible Irish World , which has not been on my side for the last five or six years, says:  The Irish race at home and abroad have signified their willingness to accept the terms proposed by Mr Gladstone .",0.071,0.822,0.107,0.1531
speech_00073,parnell_source_00310,1885,"He was met by the Mayor and the Nationalist members of the corporation, and Mr. Deasy, M.P., and Mr John O'Connor, M.P., a large number of delegates from county branches of the National League, a crowd numbering several thousands, and a large number of bands.",0,0.939,0.061,0.1531
speech_00073,parnell_source_00315,1885,"It was not until we showed by a great many proofs, that we could do without the enlargement of the franchise, and that with the old restricted franchise we could do all that was necessary in the way of Parliamentary representation   it was only then that the opposition to the admission of the Irish masses disappeared.",0.074,0.858,0.068,0.1531
speech_00073,parnell_source_00317,1885,"Indeed, it was not until they showed by a great many proofs that they could do without an enlargement of the franchise, and with the old restricted suffrage they could do all that was necessary in the way of Parliamentary elections, that the opposition to the admission of the masses of the Irish people to the franchise disappeared.",0.072,0.863,0.065,0.1531
speech_00073,parnell_source_00321,1885,"He wanted, however, the support of the Parnellites to swell his majority; and, with reckless disregard for the acknowledged facts of the situation, he proceeded, for party and personal ends, to give the Irish Nationalists the powers which Lord Hartington had just pronounced it ""madness"" to bestow.",0.09,0.808,0.102,0.1531
speech_00073,parnell_source_00321,1885,"For the labourer has now a vote, and it may be a preponderant vote, and his allegiance must at all risks be secured.",0.088,0.798,0.113,0.1531
speech_00074,parnell_source_00324,1885,Throughout the duration of that Crimes Act no man's life was safe; every man's liberty was at stake.,0.219,0.538,0.242,0.1531
speech_00076,parnell_source_00326,1886,Your chairman has truly reminded you that this is a struggle of the democracies of the two countries   England and Ireland   and it is the first time that it was possible for them to come together.,0.06,0.864,0.076,0.1531
speech_00076,parnell_source_00326,1886,"I pointed out that there are many examples of separate Legislatures with power over domestic business in the colonies within the British Empire, and that these separate Legislatures, so far from contributing to discontent, had prevented discontent and created loyalty.",0.11,0.746,0.145,0.1531
speech_00081,parnell_source_00335,1880,"The funds for these purposes will be kept distinct, and each person contributing can designate to which fund he wishes his money applied.",0,0.932,0.068,0.1531
speech_00086,parnell_source_00340,1880,"He goes on to tell us, that the proceedings of the Parnellites are peculiar.",0,0.89,0.11,0.1531
speech_00089,parnell_source_00344,1880,"And if they succeeded in breaking down this wretched landlord system, not a long time would elapse before the first step would be taken for securing the national independence of Ireland.",0.098,0.758,0.143,0.1531
speech_00053,parnell_source_00283,1886,"Under ordinary circumstances I should have lacked self confidence following so able and eloquent a member of the House; but ""Thrice is he armed who hath his quarrel just""      and, inferior as I am in many points of view, I hope I shall not be so far behind as usual.",0.138,0.713,0.149,0.1486
speech_00050,parnell_source_00244,1886,"This last clause, by the way, is not doubt not to be taken to mean what it says, but should be interpreted Hibernicè.",0,0.934,0.066,0.1419
speech_00052,parnell_source_00269,1886,"The right hon gentleman  spoke about the Land Purchase Bill, and he turned to the Radical members near him to catch a cheer in his denunciation of the proposal to give money to an Irish Parliament, but I do not propose to enter into that beyond saying upon this and other matters that it is not out of the mouth of the right hon gentleman that such words should proceed.",0.025,0.928,0.047,0.1406
speech_00052,parnell_source_00281,1886,"The right hon. gentleman  spoke about the Land Purchase Bill, and he turned to the Radical members near him to catch a cheer in the denunciation of the proposal to give money to an Irish Government, but I do not propose to go into that beyond saying upon this and other matters that it is not out of the mouth of the right hon. gentleman that such words should proceed, for did not he under the late Government bring in a bill to buy out the Irish landlords?",0.02,0.942,0.038,0.1406
speech_00053,parnell_source_00282,1886,"Certainly, I have no such fears; but it is rather remarkable that this question of education is the only matter the right hon. Gentleman has any fears about in dealing with the question of Protestant and Catholic in Ireland.",0.153,0.682,0.165,0.1406
speech_00053,parnell_source_00302,1886,"Certainly I have no such fears , but it is rather remarkable that this question of education is the only matter the right hon gentleman has any fears about in dealing with the question of Protestant and Catholic in Ireland.",0.153,0.682,0.165,0.1406
speech_00073,parnell_source_00308,1885,"Well, but gentlemen, I go back from the consideration of these questions to the land question, in which the labourer's question is also involved, and the manufacturer's question.",0,0.944,0.056,0.1406
speech_00073,parnell_source_00314,1885,"Well, but, gentlemen, I go back from the consideration of these questions to the land question, in which the labourers' question is also involved, and the manufacturers' question.",0,0.944,0.056,0.1406
speech_00073,parnell_source_00329,1885,"Well, but gentlemen, I go back from the consideration of these questions to the land question, in which the labourers question is also involved, and the manufacturers question.",0,0.944,0.056,0.1406
speech_00082,parnell_source_00336,1880,"If that had been done in the years following 1847, one third of the cultivated lands of Ireland would be now owned by the tenants without any further need to pay; but the opportunity was lost.",0.102,0.808,0.091,0.1406
speech_00025,parnell_source_00097,1875,The Irish people did not want to interfere with England   they only wished to manage their owwn affairs.,0.064,0.844,0.092,0.1326
speech_00083,parnell_source_00337,1880,"My visit to you has given me much gratification, as I have had the opportunity of witnessing what may be called one of the wonders of America, and one not the less wonderful because it is artificial and not natural.",0.108,0.773,0.119,0.1303
speech_00078,parnell_source_00349,1885,"We therefore detailed Mr. Sexton for that duty in Belfast, and we were obliged very reluctantly to ask Mr. McCarthy to give us his services in Derry; and in the same way I ask you to night to ratify Mr. McCarthy's withdrawal from your town, and to forgive us for what undoubtedly was the very short notice we gave you when taking him away from your service in the Exchange Division .",0.024,0.932,0.045,0.1298
speech_00002,parnell_source_00005,1875,"He also, as one of a numerous class of proprietors who had not the power, owing to legal difficulties, of giving their tenants a sufficient and valid tenant right, invited the Legislature to remove these difficulties, and so enable all holding his opinions to ""practice what they preached.""",0.086,0.799,0.115,0.128
speech_00002,parnell_source_00005,1875,"He would suggest then to the committee appointed to draw up the bill that they should carefully provide for such cases, so that rack rented tenants might have their wants fairly reduced when they were obviously too high .",0,0.961,0.039,0.128
speech_00022,parnell_source_00096,1875,"He is surely ""one of the coming men,"" and I would advise the Astleys to keep quiet, for there is fire in that young man.",0.088,0.806,0.106,0.128
speech_00028,parnell_source_00104,1875,To ourselves and our own reputations we owe it that this money should be expended only for the purposes originally intended and in a legal manner .,0,0.941,0.059,0.128
speech_00033,parnell_source_00121,1876,"MR. PARNELL asked the First Lord of the Admiralty, Whether it is true that the wreck of the Vanguard is silting up with sand; and if so, whether he has any information as the extent of the silting up; and, if the Admiralty, in any contract entered into for the raising of the ship, has reserved power to itself to take steps, prior to the expiration of the time allowed for the completion of the contract, to prevent the wreck from becoming a permanent obstruction to navigation?",0.062,0.85,0.088,0.128
speech_00033,parnell_source_00125,1876,"The Vanguard   Mr Parnell will ask the First Lord of the Admiralty whether it is true that the wreck of the Vanguard is silting up with sand; and, if so, whether he has any information as to the extent of the silting up; and if the Admiralty, in any contract entered into for the raising of the ship, has reserved power to itself to take steps, prior to the extirpation of the time allowed for the completion of the contract, to prevent the wreck from becoming a permanent obstruction to navigation.",0.059,0.856,0.085,0.128
speech_00048,parnell_source_00232,1876,... Mr. Callan tendered a personal explanation.,0,0.769,0.231,0.128
"speech_00049, speech_00050",parnell_source_00239,1886,"In that search of all the names suggested to me, of all the names which occurred to my own mind, I came to the conclusion carefully, and, after full consideration, that the name of Captain O'Shea  was the proper name to suggest for your consideration .",0,0.966,0.034,0.128
speech_00050,parnell_source_00262,1886,"The Tories are capable of playing a ""dirty trick.""",0.236,0.407,0.358,0.128
speech_00052,parnell_source_00267,1886,"Thus it would be absolutely within the power of the first order to hang up any measure it pleased, and so bring the whole proceedings of the Legislature to a deadlock.",0.072,0.841,0.087,0.128
speech_00052,parnell_source_00269,1886,"Thus it would be absolutely within the power of the first order to hang up any measure it pleased, and so bring the whole proceedings of the Legislature to a deadlock.",0.072,0.841,0.087,0.128
