speech_id,file,year,sentence,negative,positive,sum positive/negative
speech_00052,parnell_source_00281,1886,But there are undoubtedly great faults and blots in the measure.,0.328,0.278,0.606
speech_00091,parnell_source_00346,1885,"The outlook in all other respects is hopeful for Ireland; but undoubtedly the great depression of prices, the agricultural depression, introduces a new and very great difficulty.",0.285,0.316,0.601
speech_00090,parnell_source_00345,1885,NO MORE AND NO LESS.,0.595,0,0.595
speech_00050,parnell_source_00262,1886,"The Tories are capable of playing a ""dirty trick.""",0.236,0.358,0.594
speech_00053,parnell_source_00282,1886,There is another and a stronger argument as well.,0.205,0.385,0.59
speech_00053,parnell_source_00303,1886,There is another and stronger argument as well.,0.205,0.385,0.59
speech_00005,parnell_source_00025,1875,Mr Parnell acquitted him admirably displaying no ordinary ability as a debater.,0.129,0.459,0.588
speech_00076,parnell_source_00326,1886,But I have no fear of such a result.,0.587,0,0.587
speech_00050,parnell_source_00263,1886,Magnanimous Mr. Lynch!,0,0.583,0.583
speech_00029,parnell_source_00107,1875,Sir Michael Hicks Beach thereby admitted a great weakness somewhere.,0.196,0.385,0.581
speech_00029,parnell_source_00110,1875,Sir Michael Hicks Beach thereby admitted a great weakness somewhere.,0.196,0.385,0.581
speech_00073,parnell_source_00318,1885,His victory there was a very remarkable one.,0,0.58,0.58
speech_00072,parnell_source_00309,1880,Justice and the many against injustice and the few must win.,0.196,0.381,0.577
speech_00028,parnell_source_00104,1875,Mr. Keegan   Yes.,0,0.574,0.574
speech_00028,parnell_source_00106,1875,Mr. Keegan   Yes .,0,0.574,0.574
speech_00028,parnell_source_00106,1875,Mr. Keegan   Yes .,0,0.574,0.574
speech_00069,parnell_source_00299,1880,But in military prisons in Ireland the prisoners could be flogged for breaches of prison discipline.,0.574,0,0.574
speech_00090,parnell_source_00345,1885,THE GREEN EYED MONSTER.,0.571,0,0.571
speech_00053,parnell_source_00282,1886,Theirs is not the shame and disgrace of this fear.,0.412,0.157,0.569
speech_00053,parnell_source_00303,1886,Theirs is not the shame and disgrace of this fear.,0.412,0.157,0.569
speech_00004,parnell_source_00024,1875,I know that no personal merit of mine has obtained for me this great triumph.,0.096,0.469,0.565
speech_00067,parnell_source_00297,1880,"No great cause was ever won without suffering, and the Irish people, if they were determined to obtain a satisfactory solution of the Land Question, must be ready to suffer.",0.125,0.438,0.563
speech_00056,parnell_source_00286,1880,This was a course that worked a special injustice.,0.325,0.237,0.562
speech_00053,parnell_source_00302,1886,There is another argument stronger still.,0.275,0.286,0.561
speech_00065,parnell_source_00295,1880,The great demand for fresh seed caused an increase in the price.,0.082,0.478,0.56
speech_00091,parnell_source_00346,1885,"They had gone through in these five years, suffering, danger, doubt, and uncertainty.",0.559,0,0.559
speech_00053,parnell_source_00283,1886,Theirs is not the shame and disgrace of those fears.,0.397,0.161,0.558
speech_00079,parnell_source_00333,1880,Again I thank you.,0,0.556,0.556
speech_00090,parnell_source_00345,1885,THE GREATER IRELAND.,0,0.556,0.556
speech_00052,parnell_source_00274,1886,The Conservative party has always been most remarkable for its wisdom.,0,0.555,0.555
speech_00004,parnell_source_00023,1875,"In the evil days of corruption, which destroyed the Independence of Ireland, he lost a great office, and refused a Peerage to oppose the fatal measure of Union.",0.453,0.097,0.55
speech_00074,parnell_source_00324,1885,"Many persons were arrested, received the mockery of a trial, and were condemned to death.",0.55,0,0.55
speech_00065,parnell_source_00295,1880,As a measure for the relief of distress it was equally miserable.,0.373,0.175,0.548
speech_00078,parnell_source_00328,1885,He wished to notice a very infamous falsehood.,0.548,0,0.548
speech_00023,parnell_source_00084,1875,This magnificent meeting will strengthen his purpose and cheer his heart   it fills mine with joy and pride.,0,0.547,0.547
speech_00082,parnell_source_00336,1880,"""Disturbances are over.",0.545,0,0.545
speech_00053,parnell_source_00302,1886,The right hon gentleman himself is certainly free from reproach in respect of this matter.,0.091,0.452,0.543
speech_00072,parnell_source_00305,1880,"Help us to prevent the famine, and we promise you it will be the last famine.",0.29,0.253,0.543
speech_00086,parnell_source_00340,1880,There is distress and destruction all over Ireland.,0.542,0,0.542
speech_00052,parnell_source_00272,1886,Englishmen love a man who fights his own corner .,0.209,0.326,0.535
speech_00073,parnell_source_00308,1885,Mr. Parnell   My victory was a very remarkable one .,0,0.535,0.535
speech_00073,parnell_source_00313,1885,Mr Parnell   My victory was a very remarkable one.,0,0.535,0.535
speech_00073,parnell_source_00314,1885,Mr Parnell   My victory was a very remarkable one .,0,0.535,0.535
speech_00073,parnell_source_00323,1885,Mr. Parnell: My victory was a very remarkable one.,0,0.535,0.535
"speech_00049, speech_00050, speech_00051",parnell_source_00240,1886,I do not wish to detain you.,0.263,0.271,0.534
speech_00084,parnell_source_00338,1880,I am confident that we have your sympathy.,0,0.533,0.533
speech_00080,parnell_source_00334,1880,I am proud to represent a county like Meath.,0,0.528,0.528
speech_00053,parnell_source_00283,1886,But there is another and a stronger argument still.,0.257,0.269,0.526
speech_00053,parnell_source_00282,1886,I join the right hon. Gentleman in expressing my contempt for these cowardly and disgraceful practices.,0.429,0.095,0.524
speech_00053,parnell_source_00283,1886,The right hon. gentleman himself is certainly free from reproach.,0.136,0.388,0.524
speech_00053,parnell_source_00303,1886,I join the right hon. gentleman in expressing my contempt for these cowardly and disgraceful practices.,0.429,0.095,0.524
speech_00084,parnell_source_00338,1880,It is pretending to show interest.,0,0.524,0.524
speech_00050,parnell_source_00261,1886,"Healy, Biggar, Lynch and others without impairing the usefulness of the mutineers for active duty, perfect peace by no means reigns among the Galway electors.",0.202,0.319,0.521
speech_00053,parnell_source_00282,1886,"For instance, the great wealth of Ulster has been taken up as the war cry of the Loyal and Patriotic Union.",0.21,0.311,0.521
speech_00053,parnell_source_00303,1886,"For instance, the great wealth of Ulster has been taken up as the war cry of the Loyal and Patriotic Union.",0.21,0.311,0.521
speech_00050,parnell_source_00261,1886,Although Mr. Parnell scored a masterful success in suppressing the mutiny of Messrs.,0.321,0.198,0.519
speech_00056,parnell_source_00286,1880,for the same strength.,0,0.516,0.516
speech_00082,parnell_source_00336,1880,The people have triumphed.,0,0.516,0.516
speech_00093,parnell_source_00348,1885,There was a great conspiracy   another conspiracy   raised amongst the English newspapers to exaggerate the amount of crime in this country.,0.384,0.132,0.516
speech_00025,parnell_source_00097,1875,"He spoke strongly in favour of amnesty for the political prisoners, whose sufferings in English prisons de described.",0.328,0.187,0.515
speech_00053,parnell_source_00302,1886,"It would be most mischievous and dangerous, and sure to prevent such a settlement.",0.332,0.183,0.515
speech_00025,parnell_source_00098,1875,Nobody doubted that .,0.512,0,0.512
speech_00025,parnell_source_00099,1875,Nobody doubted that .,0.512,0,0.512
speech_00073,parnell_source_00315,1885,You accepted them.,0,0.512,0.512
speech_00081,parnell_source_00335,1880,"No physical violence, no unconstitutional action was contemplated, or was, in his judgment, necessary.",0.512,0,0.512
speech_00086,parnell_source_00340,1880,"It is a remarkable fact that no other country in Europe, save where British rule extends, does the feudal system fully prevail.",0.131,0.379,0.51
speech_00052,parnell_source_00267,1886,"He has devoted his great mind, his extraordinary energy to the unravelling of this question.",0.112,0.397,0.509
speech_00052,parnell_source_00269,1886,"He has devoted his great mind, his extraordinary energy, to the unravelling of this question.",0.112,0.397,0.509
speech_00052,parnell_source_00270,1886,"He has devoted his great mind, his extraordinary energy to the unravelling of this question.",0.112,0.397,0.509
speech_00052,parnell_source_00271,1886,"He has devoted his great mind, his extraordinary energy to the unravelling of this question.",0.112,0.397,0.509
speech_00052,parnell_source_00272,1886,"He has devoted his great mind, his extraordinary energy, to the unravelling of this question.",0.112,0.397,0.509
speech_00052,parnell_source_00281,1886,"He has devoted his great mind, his extraordinary energy, to the unravelling of this question.",0.112,0.397,0.509
speech_00078,parnell_source_00328,1885,Mr. Gladstone could avoid all this trouble by simply bringing his great intellect to the promoting of a constitutional course.,0.172,0.337,0.509
"speech_00049, speech_00050, speech_00051",parnell_source_00240,1886,Three cheers for O'Shea .,0,0.508,0.508
"speech_00087, speech_00088",parnell_source_00341,1880,... The Great Leader's Speech.,0,0.506,0.506
speech_00089,parnell_source_00344,1880,"These announcements were simply shame, because they knew perfectly well that the proposition of relief would not be accepted.",0.174,0.332,0.506
speech_00090,parnell_source_00345,1885,A great contention them took place.,0,0.506,0.506
speech_00053,parnell_source_00282,1886,I admit that it is an honest one.,0,0.505,0.505
speech_00053,parnell_source_00303,1886,I admit that it is an honest one.,0,0.505,0.505
speech_00053,parnell_source_00302,1886,I join the right hon gentleman in the expression of contempt for those cowardly and disgraceful practices .,0.411,0.091,0.502
speech_00086,parnell_source_00340,1880,We think you ought to be proud of the opportunity given you to save a noble people.,0,0.502,0.502
speech_00020,parnell_source_00078,1875,He requested his belief that that party was dead .,0.307,0.193,0.5
"speech_00049, speech_00050, speech_00051",parnell_source_00240,1886,A Voice   You are welcome.,0,0.5,0.5
speech_00073,parnell_source_00315,1885,"We shall struggle, as we have been struggling, for the great and important interests of the tenant farmer.",0.196,0.304,0.5
speech_00076,parnell_source_00326,1886,Their loyalty that they boast of is loyalty to their own pockets.,0.111,0.389,0.5
speech_00086,parnell_source_00340,1880,On this great principle the government must stand condemned.,0.207,0.293,0.5
speech_00004,parnell_source_00022,1875,"The Tory hoped to win by a division of the National strength, but the people of Meath, by their union, disappointed him, and achieved a magnificent victory for the cause of Ireland.",0.091,0.407,0.498
speech_00053,parnell_source_00282,1886,"But, Sir, I refuse to believe that these evil days must come.",0.497,0,0.497
speech_00056,parnell_source_00287,1880,Everyone must wish to avoid inflicting unnecessary expense upon the ratepayers of Ireland.,0.346,0.151,0.497
speech_00053,parnell_source_00302,1886,"But, sir, I refuse to believe that those evil days must come.",0.497,0,0.497
speech_00053,parnell_source_00303,1886,"But, Sir, I refuse to believe that these evil days must come.",0.497,0,0.497
speech_00005,parnell_source_00019,1875,But other reasons have been given for this wonderful patchwork Peace Preservation Bill.,0,0.496,0.496
speech_00004,parnell_source_00024,1875,"I remain, Gratefully and faithfully yours, Charles Stewart Parnell.",0,0.496,0.496
speech_00005,parnell_source_00027,1875,But other reasons have been given for this wonderful patchwork Peace Preservation Bill .,0,0.496,0.496
speech_00005,parnell_source_00028,1875,But other reasons have been given for this wonderful patchwork Peace Preservation Bill .,0,0.496,0.496
speech_00093,parnell_source_00348,1885,I welcome him  as one of the strongest supporters that Providence has ever vouchsafed to your cause .,0,0.496,0.496
speech_00053,parnell_source_00283,1886,"But, sir, I refuse to believe that those evils will come.",0.495,0,0.495
speech_00053,parnell_source_00282,1886,The right hon. Gentleman himself is certainly free from reproach in this matter.,0.112,0.382,0.494
speech_00053,parnell_source_00283,1886,"We want the energy, the patriotism, the talent, and the work of every Irishman      to ensure that this great experiment should be a success.",0,0.494,0.494
speech_00053,parnell_source_00303,1886,The right hon. gentleman himself is certainly free from reproach in this matter.,0.112,0.382,0.494
speech_00075,parnell_source_00325,1886,He was both inaccurate and vague.,0.494,0,0.494
speech_00085,parnell_source_00343,1880,"I am confident, said he, that the suffering people will receive your sympathy.",0.174,0.32,0.494
speech_00049,parnell_source_00238,1886,It is a very remarkable fact.,0,0.493,0.493
"speech_00049, speech_00050",parnell_source_00242,1886,It is a very remarkable fact.,0,0.493,0.493
"speech_00049, speech_00050",parnell_source_00249,1886,It is a very remarkable fact.,0,0.493,0.493
speech_00093,parnell_source_00348,1885,"A Voice   Three cheers for Parnell, and success to Davitt .",0,0.493,0.493
speech_00047,parnell_source_00225,1876,He had better not.,0,0.492,0.492
speech_00050,parnell_source_00246,1886,Captain O'Shea's return would be no injury to the Irish party.,0.318,0.172,0.49
speech_00050,parnell_source_00253,1886,Captain O'Shea's return would be no injury to the Irish party.,0.318,0.172,0.49
speech_00050,parnell_source_00260,1886,Captain O'Shea's return would be no injury to the Irish party.,0.318,0.172,0.49
speech_00065,parnell_source_00295,1880,"£45,000 was a poor contribution out of the Exchequer for the relief of distress.",0.332,0.158,0.49
speech_00065,parnell_source_00295,1880,"It would not ruin England to give a grant of that kind, and the advantage and benefit of it to the poor fishermen on the Western Coast of Ireland would render them perfectly satisfied.",0.063,0.427,0.49
speech_00041,parnell_source_00162,1876,Mr. Parnell refused to accept this suggestion.,0.224,0.265,0.489
speech_00078,parnell_source_00349,1885,"the enemy's camp , and we are confident that he will wage a most successful war too .",0.178,0.311,0.489
speech_00072,parnell_source_00305,1880,I should like to speak kindly of this enterprise.,0,0.487,0.487
speech_00093,parnell_source_00348,1885,"And the sanctions of the boycotting, according to him, were the outrages, very lamentable and very deplorable outrages, which I am glad to say have disappeared from out midst   moonlighting and maiming of cattle in some instances, and the shooting of obnoxious individuals in others.",0.44,0.047,0.487
speech_00050,parnell_source_00262,1886,He has no personal ambition to serve.,0.227,0.258,0.485
speech_00052,parnell_source_00269,1886,Lord Spencer certainly fought his own corner .,0.237,0.247,0.484
speech_00052,parnell_source_00271,1886,Lord Spencer certainly fought his own corner.,0.237,0.247,0.484
speech_00052,parnell_source_00281,1886,Lord Spencer certainly fought his own corner.,0.237,0.247,0.484
speech_00076,parnell_source_00326,1886,The great majority of them   and I know them well   are pretty much indifferent upon this question.,0.078,0.405,0.483
speech_00073,parnell_source_00329,1885,THE TRUE PARLIAMENTARY POLICY.,0,0.483,0.483
speech_00081,parnell_source_00335,1880,"Then, I believe, that one great step toward the freedom of Ireland will have been accomplished.",0,0.483,0.483
speech_00086,parnell_source_00340,1880,"They had just come out of a disastrous war, without revenue or resources of any kind.",0.336,0.147,0.483
speech_00052,parnell_source_00267,1886,I quite agree with that.,0,0.482,0.482
speech_00052,parnell_source_00270,1886,I quite agree with that.,0,0.482,0.482
speech_00052,parnell_source_00271,1886,I quite agree with that.,0,0.482,0.482
speech_00052,parnell_source_00272,1886,I quite agree with that.,0,0.482,0.482
speech_00052,parnell_source_00281,1886,I quite agree with that.,0,0.482,0.482
speech_00072,parnell_source_00306,1880,"Such a pretense, such a monstrous fraud and hypocrisy would be possible in no place but in Ireland.",0.482,0,0.482
speech_00073,parnell_source_00308,1885,"We shall struggle, as we have been struggling, for the great and important interests of the Irish tenant farmer.",0.189,0.293,0.482
speech_00073,parnell_source_00311,1885,"We shall struggle, as we have been struggling for the great and important interests of the Irish tenant farmer.",0.189,0.293,0.482
speech_00073,parnell_source_00313,1885,We shall struggle as we have been struggling for the great and important interests of the Irish tenant farmer.,0.189,0.293,0.482
speech_00073,parnell_source_00314,1885,"We shall struggle as we have been struggling, for the great and important interests of the Irish tenant farmer.",0.189,0.293,0.482
speech_00074,parnell_source_00324,1885,"There will be a difficult and a tedious battle before us, but with pluck, energy, and determination I believe that it is just possible to win it.",0.153,0.329,0.482
speech_00073,parnell_source_00330,1885,"We shall struggle, as we have been struggling, for the great and important interests of the Irish tenant farmer.",0.189,0.293,0.482
speech_00053,parnell_source_00282,1886,But certainly I do condemn these outrages in Kerry; and the right hon. Gentleman says very rightly that they must be put a stop to.,0.307,0.174,0.481
speech_00053,parnell_source_00303,1886,"But certainly I do condemn these outrages in Kerry, and the right hon. gentleman says very rightly that they must be put a stop to.",0.307,0.174,0.481
speech_00086,parnell_source_00340,1880,Would emigration cure the evils?,0.481,0,0.481
speech_00022,parnell_source_00096,1875,Mr. C. S. Parnell What a fine pleasing countenance!,0,0.478,0.478
speech_00050,parnell_source_00263,1886,"The violent Healy and the cynical Biggar were in open rebellion against the dictatorship of ""Charlie.""",0.478,0,0.478
speech_00074,parnell_source_00324,1885,"For some two years, under the first Coercion Act, no man's liberty in Ireland was safe.",0.204,0.274,0.478
speech_00075,parnell_source_00325,1886,"Well, Sir, the situation is undoubtedly a serious one; but if the Government step in and support that small minority of landlords who are refusing all reasonable concessions to their tenants, like that which I have cited, the result will be that these landowners and many others will be strengthened in their unjust demands, and great suffering and misery would befall the unfortunate and wretched people.",0.27,0.207,0.477
speech_00076,parnell_source_00326,1886,I agree with my friend that the terms would have been too favourable.,0,0.477,0.477
speech_00049,parnell_source_00238,1886,"A crisis of some gravity, difficulty, and danger then arose, but, as I have told you, that crisis has happily terminated by the patriotic withdrawal of Mr Lynch.",0.317,0.159,0.476
speech_00086,parnell_source_00340,1880,"Gladstone attempted, but not until a prison had been attacked at Clerkenwell, and the tragedy had occurred in Manchester.",0.352,0.124,0.476
speech_00053,parnell_source_00283,1886,But if abuses do take place the Imperial Parliament may intervene in cases of grave emergency.,0.474,0,0.474
speech_00067,parnell_source_00297,1880,"Well, he was perfectly willing to face that contingency.",0,0.474,0.474
speech_00073,parnell_source_00308,1885,Another Voice   And you killed Whiggery .,0.474,0,0.474
speech_00073,parnell_source_00313,1885,"Another voice   ""And you killed Whiggery.""",0.474,0,0.474
speech_00073,parnell_source_00314,1885,Another Voice   And you killed Whiggery .,0.474,0,0.474
speech_00052,parnell_source_00267,1886,But I noticed the somewhat discouraging fact that his own valuable eucomiums of his plan elicited no enthusiasm of any kind from any section of the house .,0.156,0.316,0.472
speech_00052,parnell_source_00269,1886,But I notice the somewhat discouraging fact that his own valuable encomiums of his plan elicited no enthusiasm of any kind from any section of the House .,0.156,0.316,0.472
speech_00052,parnell_source_00271,1886,But I noticed the somewhat discouraging fact that his own valuable encomiums of his plan elicited no enthusiasm of any kind from any section of the House.,0.156,0.316,0.472
speech_00052,parnell_source_00272,1886,But I noticed the somewhat discouraging fact that his own valuable encomiums of his plan elicited no enthusiasm of any kind from any section of the House .,0.156,0.316,0.472
speech_00041,parnell_source_00182,1876,"I believe there is great wisdom at times in reserving one's strength; but when the necessity of a hostile declaration is clear, it ought to be made, and maintained, regardless of threat or cajolery.",0.254,0.217,0.471
speech_00041,parnell_source_00166,1876,"The debate was, therefore, adjourned sine die  amid some laughter.",0.258,0.212,0.47
speech_00070,parnell_source_00300,1880,He did not wish to detain the Committee at greater length.,0.15,0.32,0.47
speech_00078,parnell_source_00328,1885,Therefore Mr. Gladstone showed a true and a keen appreciation of the importance of the question when he impressed it upon his hearers.,0,0.47,0.47
speech_00085,parnell_source_00339,1880,"First, to contend against the present great calamity and send assistance to a quarter of a million of starving countrymen.",0.266,0.202,0.468
speech_00056,parnell_source_00286,1880,"In Ireland there were no important manufactures, and so it amounted to this, that rich, prosperous England was benefited at the expense of impoverished Ireland.",0.16,0.308,0.468
speech_00072,parnell_source_00306,1880,"With your help in keeping our people alive this winter, I feel confident we shall kill the Irish landlord system.",0.167,0.301,0.468
speech_00072,parnell_source_00309,1880,"With your help in keeping our people alive this winter, I feel confident we shall kill the Irish landlord system.",0.167,0.301,0.468
speech_00072,parnell_source_00306,1880,"There are no landlords there, and there are no famines in Guernsey.",0.467,0,0.467
speech_00089,parnell_source_00344,1880,Several deaths yesterday from starvation.,0.467,0,0.467
speech_00053,parnell_source_00302,1886,Of course we know when abuses are committed and injustice is perpetrated force is the real power.,0.381,0.086,0.467
speech_00053,parnell_source_00302,1886,"No, sir, we can not give up a single Irishman    we want the energy, the patriotism, the talent, and works of every Irishman  to make this great experiment   to ensure that this great experiment shall be successful .",0.042,0.425,0.467
speech_00050,parnell_source_00261,1886,He has acted honorably toward me and the party.,0,0.466,0.466
speech_00052,parnell_source_00266,1886,All these are Very important matters.,0,0.465,0.465
speech_00052,parnell_source_00274,1886,All these are very important matters.,0,0.465,0.465
speech_00028,parnell_source_00102,1875,I looked upon the procession as the great feature of the celebration.,0,0.464,0.464
speech_00072,parnell_source_00306,1880,"Hence this artificial famine, produced   deliberately produced by bad laws, by governmental neglect of the interests of Ireland.",0.385,0.077,0.462
speech_00086,parnell_source_00340,1880,"We want the people to be benefitted by wise legislation, to be rewarded for their labor.",0,0.462,0.462
"speech_00049, speech_00050",parnell_source_00241,1886,But an isolated turn of the kind would not have justified him  in recommending him to the constituency of Galway.,0.197,0.264,0.461
speech_00050,parnell_source_00250,1886,But an isolated turn of that kind would not have justified him in recommending him to the constituency of Galway.,0.197,0.264,0.461
speech_00074,parnell_source_00324,1885,Throughout the duration of that Crimes Act no man's life was safe; every man's liberty was at stake.,0.219,0.242,0.461
speech_00050,parnell_source_00262,1886,"Although this was the ""only fault"" which the Dictator could find with Mr. O'Shea's public conduct, it was a ""fatal fault,"" a ""fatal blemish"" indeed.",0.458,0,0.458
speech_00072,parnell_source_00304,1880,Mr. Parnell concluded by returning his thanks for the grateful sympathy of his bearers and their practical aid when engaged in a great work.,0,0.458,0.458
speech_00073,parnell_source_00316,1885,"This magniloquent declamation naturally roused the greatest enthusiasm in his audience, who doubtless apprehended its full meaning.",0.083,0.375,0.458
speech_00076,parnell_source_00326,1886,Am I to measure the strength of the opposition by the contemptible interruptions to which I have been subjected?,0.325,0.133,0.458
speech_00005,parnell_source_00035,1875,"He showed some signs of breaking down, but presently recovered, and was enabled to utter a certain number of sentences of no special significance.",0.089,0.369,0.458
speech_00083,parnell_source_00337,1880,"I thank you for your courtesy and kindness in giving me so patient a hearing, and I now leave the matter in your hands.",0.043,0.415,0.458
speech_00023,parnell_source_00093,1875,He read in their faces the determination to succeed.,0,0.457,0.457
speech_00050,parnell_source_00257,1886,If he be defeated it will weaken my hands.,0.457,0,0.457
speech_00081,parnell_source_00335,1880,"It is so great in itself that it can safely be entrusted even to so feeble hands as my own.""",0.11,0.347,0.457
speech_00029,parnell_source_00109,1875,Let her have in the strong arms and true hearts of the Irish people her best defence; without them she was defenceless.,0.08,0.375,0.455
speech_00059,parnell_source_00289,1880,"He was sure he  hoped there would be a good harvest; but not one good harvest, nor two good harvests, would remove the pressure in Ireland.",0.08,0.375,0.455
speech_00072,parnell_source_00306,1880,"We are engaged in a great work in Ireland, and that work is going to succeed.",0,0.455,0.455
speech_00072,parnell_source_00309,1880,The Herald's Rascally Dodge.,0.455,0,0.455
speech_00072,parnell_source_00309,1880,"We are engaged in a great work in Ireland, and That Work is Going to Succeed.",0,0.455,0.455
speech_00014,parnell_source_00059,1875,Mr Parnell complained strongly of the treatment to which the prisoner now in question had been subjected.,0.366,0.088,0.454
speech_00052,parnell_source_00267,1886,Englishmen love a man who fights his own corner to the end   Lord Spencer certainly fought his own corner .,0.195,0.258,0.453
speech_00078,parnell_source_00349,1885,"Now, Mr. Gladstone could avoid all this risk and all this useless trouble by simply bending his great intellect to the task of framing a constitution for Ireland.",0.267,0.185,0.452
speech_00093,parnell_source_00348,1885,In him the Land League has its strongest and most stalwart defender .,0,0.45,0.45
speech_00053,parnell_source_00302,1886,"You have fined the innocent for offences committed by the guilty; you have taken power to expel aliens from the country; you have revived the Curfew law and the blood money of the Norman conquerors; you have gagged the Press, suppressed newspapers, manufactured new crimes and offences, and imposed fresh penalties.",0.351,0.099,0.45
speech_00074,parnell_source_00324,1885,"The contest will be a very difficult one , but I believe that, favoured by fortunate circumstances and by the energetic help of the Irish people of Liverpool, it is just possible for me to win.",0.039,0.411,0.45
speech_00047,parnell_source_00227,1876,"Even Major O'Gorman deserted his ""dear friends the Conservatives.",0,0.449,0.449
speech_00079,parnell_source_00333,1880,It has always been a great pleasure to me to come to the United States of America.,0,0.449,0.449
speech_00014,parnell_source_00054,1875,"It was no laughing matter, as he  was only stating facts.",0.152,0.297,0.449
speech_00014,parnell_source_00059,1875,"It was no laughing matter, and he  was only stating facts.",0.152,0.297,0.449
speech_00047,parnell_source_00202,1876,He feared that Davitt's nationality had operated to his prejudice.,0.448,0,0.448
speech_00065,parnell_source_00295,1880,But to show the absurdity.,0.448,0,0.448
speech_00081,parnell_source_00335,1880,We must shame the British Government into doing us justice.,0.214,0.234,0.448
speech_00050,parnell_source_00262,1886,We much regret that party exigencies debarred Mr. Parnell from speaking of the great subject which absorbs public attention.,0.196,0.251,0.447
speech_00076,parnell_source_00326,1886,So I say it is a happy and a fortunate thing for Ireland that she has found such a champion.,0,0.447,0.447
speech_00053,parnell_source_00282,1886,"That shame and disgrace belong to right hon. Gentlemen and noble Lords of English political Parties who, for selfish interests, have sought to rekindle the embers the almost expiring embers of religious bigotry.",0.281,0.164,0.445
speech_00072,parnell_source_00304,1880,"Others had been guilty of frightful eviction atrocities   pulling the roofs from over poor people, burning the corn for which they could find no buyers, sooner than allow the people to eat it.",0.404,0.041,0.445
